time,Open,High,Low,Close,Volume
2025-08-27 12:00:00+00:00,111340.1,111379.3,111175.0,111200.0,7.79329369
2025-08-27 12:30:00+00:00,111200.0,111324.9,111050.0,111324.8,25.61485446
2025-08-27 13:00:00+00:00,111324.9,111324.9,111112.5,111315.8,25.9900629
2025-08-27 13:30:00+00:00,111318.2,111844.3,111092.9,111508.3,36.80956686
2025-08-27 14:00:00+00:00,111508.3,112200.0,111367.4,112200.0,38.76979249
2025-08-27 14:30:00+00:00,112199.9,112603.4,111758.2,111793.2,66.67040948
2025-08-27 15:00:00+00:00,111793.3,112083.6,111694.0,111769.9,25.55268067
2025-08-27 15:30:00+00:00,111770.0,112022.4,111593.2,112022.4,16.49991285
2025-08-27 16:00:00+00:00,112022.4,112145.3,111701.9,111793.5,8.17813208
2025-08-27 16:30:00+00:00,111793.6,112232.8,111625.0,112155.3,7.61681911
2025-08-27 17:00:00+00:00,112155.3,112411.4,111908.6,112325.1,17.83157698
2025-08-27 17:30:00+00:00,112325.1,112401.0,112311.6,112337.9,15.18875337
2025-08-27 18:00:00+00:00,112337.9,112600.0,112337.9,112478.4,53.4601828
2025-08-27 18:30:00+00:00,112478.5,112478.5,112000.0,112000.0,13.13766183
2025-08-27 19:00:00+00:00,112000.1,112154.3,111600.0,112000.0,28.33297067
2025-08-27 19:30:00+00:00,112000.0,112200.0,111943.0,112060.2,35.1686456
2025-08-27 20:00:00+00:00,112060.2,112291.7,111000.0,112076.1,55.5411663
2025-08-27 20:30:00+00:00,112076.1,112382.0,112017.6,112382.0,30.58751031
2025-08-27 21:00:00+00:00,112382.0,112388.0,111689.9,111850.0,30.04875517
2025-08-27 21:30:00+00:00,111850.0,111904.5,111360.9,111442.4,49.49445284
2025-08-27 22:00:00+00:00,111442.3,111469.9,111118.7,111293.3,15.0740792
2025-08-27 22:30:00+00:00,111293.4,111566.6,111293.3,111449.8,78.90906585
2025-08-27 23:00:00+00:00,111449.8,111521.5,111262.5,111330.0,14.12528577
2025-08-27 23:30:00+00:00,111330.0,111382.6,111159.8,111268.6,15.3222935
2025-08-28 00:00:00+00:00,111268.6,111492.7,111000.0,111116.7,9.88091175
2025-08-28 00:30:00+00:00,111123.0,111455.4,110902.6,111340.5,20.26950563
2025-08-28 01:00:00+00:00,111340.5,111579.8,111340.5,111421.5,5.88842829
2025-08-28 01:30:00+00:00,111421.5,111654.7,111421.5,111650.8,13.45512986
2025-08-28 02:00:00+00:00,111650.8,111765.4,111485.0,111629.2,27.4259078
2025-08-28 02:30:00+00:00,111629.3,111657.9,111466.1,111507.8,4.6265346
2025-08-28 03:00:00+00:00,111507.9,111900.0,111450.0,111900.0,10.9542191
2025-08-28 03:30:00+00:00,111900.0,112000.0,111862.9,111986.3,5.32915597
2025-08-28 04:00:00+00:00,111986.4,112285.0,111986.3,112285.0,21.46102057
2025-08-28 04:30:00+00:00,112284.9,113035.2,112284.9,112971.9,81.90417759
2025-08-28 05:00:00+00:00,112971.9,113100.0,112848.9,112850.0,13.4858139
2025-08-28 05:30:00+00:00,112849.9,112871.3,112706.8,112848.7,12.89771444
2025-08-28 06:00:00+00:00,112848.8,112976.6,112737.5,112976.5,60.48726624
2025-08-28 06:30:00+00:00,112976.6,113200.0,112955.0,113200.0,23.90265556
2025-08-28 07:00:00+00:00,113200.0,113200.0,113199.9,113199.9,0.27033507
2025-08-28 07:30:00+00:00,113199.9,113199.9,113199.9,113199.9,0.0
2025-08-28 08:00:00+00:00,113199.9,113321.4,113165.8,113321.4,36.04293507
2025-08-28 08:30:00+00:00,113321.4,113321.4,113321.4,113321.4,0.0
2025-08-28 09:00:00+00:00,113321.4,113321.4,113321.4,113321.4,0.0
2025-08-28 09:30:00+00:00,113321.4,113321.4,113321.4,113321.4,0.0
2025-08-28 10:00:00+00:00,113311.2,113311.2,112857.9,112905.0,9.45034097
2025-08-28 10:30:00+00:00,112905.0,113103.6,112904.9,113103.6,42.57051233
2025-08-28 11:00:00+00:00,113103.6,113110.6,112949.9,112950.0,73.82276641
2025-08-28 11:30:00+00:00,112950.0,112999.9,112852.5,112924.6,10.57440137
2025-08-28 12:00:00+00:00,112924.6,112924.6,112825.0,112875.0,5.09500463
2025-08-28 12:30:00+00:00,112875.0,113300.0,112804.9,113300.0,10.42608741
2025-08-28 13:00:00+00:00,113300.0,113457.9,112959.2,112999.9,35.18787165
2025-08-28 13:30:00+00:00,113000.0,113158.5,112585.9,112749.8,68.8956502
2025-08-28 14:00:00+00:00,112749.9,113135.8,112700.0,112700.0,13.5197072
2025-08-28 14:30:00+00:00,112700.0,113301.0,112513.9,113182.2,65.39077056
2025-08-28 15:00:00+00:00,113182.3,113219.3,112456.9,112544.6,25.73918109
2025-08-28 15:30:00+00:00,112548.0,112799.0,112412.5,112650.0,53.21895452
2025-08-28 16:00:00+00:00,112650.0,113204.3,112633.0,113063.6,38.67718521
2025-08-28 16:30:00+00:00,113050.1,113050.1,112337.6,112337.6,44.83913917
2025-08-28 17:00:00+00:00,112337.6,112552.9,112212.6,112552.8,139.82365871
2025-08-28 17:30:00+00:00,112552.9,112612.6,112416.9,112446.4,9.64569113
2025-08-28 18:00:00+00:00,112446.4,112655.0,112247.3,112655.0,18.08795409
2025-08-28 18:30:00+00:00,112655.0,112680.0,112328.6,112393.6,9.82264363
2025-08-28 19:00:00+00:00,112393.6,112500.0,112200.1,112368.5,6.93233273
2025-08-28 19:30:00+00:00,112368.5,112399.3,111900.0,111900.1,23.96055737
2025-08-28 20:00:00+00:00,111905.8,112114.5,111809.8,111989.5,105.51616467
2025-08-28 20:30:00+00:00,111989.6,112081.4,111900.0,111941.2,93.33003788
2025-08-28 21:00:00+00:00,111941.2,112114.5,111906.1,111984.9,7.52444777
2025-08-28 21:30:00+00:00,111984.8,112085.3,111932.0,112048.0,2.36103117
2025-08-28 22:00:00+00:00,112048.1,112399.9,112048.0,112387.0,8.75098314
2025-08-28 22:30:00+00:00,112399.9,112446.5,112361.4,112399.9,3.32590855
2025-08-28 23:00:00+00:00,112400.0,112468.2,112358.5,112408.9,9.68495667
2025-08-28 23:30:00+00:00,112408.9,112563.7,112407.3,112563.7,37.90099864
2025-08-29 00:00:00+00:00,112563.7,112570.0,112359.8,112570.0,26.80336552
2025-08-29 00:30:00+00:00,112570.0,112570.0,112175.8,112203.4,8.58815871
2025-08-29 01:00:00+00:00,112203.4,112203.4,111450.0,111566.5,22.31412712
2025-08-29 01:30:00+00:00,111566.5,111706.7,111471.0,111537.5,27.68275082
2025-08-29 02:00:00+00:00,111537.5,111769.1,111474.4,111599.2,4.59433246
2025-08-29 02:30:00+00:00,111599.3,111599.3,111370.4,111485.2,7.98492136
2025-08-29 03:00:00+00:00,111485.2,111637.5,111380.0,111622.5,9.7959298
2025-08-29 03:30:00+00:00,111622.5,111824.2,111622.4,111778.0,3.98930011
2025-08-29 04:00:00+00:00,111778.1,111855.3,111691.0,111707.1,2.70611286
2025-08-29 04:30:00+00:00,111707.0,111707.1,111445.2,111512.2,5.46401815
2025-08-29 05:00:00+00:00,111512.5,111577.0,111281.6,111312.2,96.62372931
2025-08-29 05:30:00+00:00,111312.2,111312.2,111200.0,111310.9,5.06575138
2025-08-29 06:00:00+00:00,111311.0,111387.4,111031.5,111045.0,11.22322595
2025-08-29 06:30:00+00:00,111045.1,111292.5,111026.0,111292.5,45.97152666
2025-08-29 07:00:00+00:00,111292.5,111293.7,110162.5,110162.5,172.45646699
2025-08-29 07:30:00+00:00,110162.6,110300.0,109898.7,110012.6,29.43245266
2025-08-29 08:00:00+00:00,110012.6,110274.2,109981.0,110100.0,11.02130511
2025-08-29 08:30:00+00:00,110087.5,110124.9,109615.8,109632.4,124.47374553
2025-08-29 09:00:00+00:00,109632.4,109815.1,109422.5,109747.1,12.04086887
2025-08-29 09:30:00+00:00,109747.1,109928.0,109685.0,109838.7,6.37496666
2025-08-29 10:00:00+00:00,109838.7,110028.3,109808.7,109990.0,6.96100508
2025-08-29 10:30:00+00:00,109990.1,110023.3,109849.6,110012.6,14.90797551
2025-08-29 11:00:00+00:00,110012.6,110116.7,109945.0,110080.4,31.3890154
2025-08-29 11:30:00+00:00,110080.4,110091.0,109849.9,110091.0,113.45518998
2025-08-29 12:00:00+00:00,110091.0,110312.5,110091.0,110294.9,20.48967029
2025-08-29 12:30:00+00:00,110294.9,111490.4,110294.9,110734.4,62.07577488
2025-08-29 13:00:00+00:00,110734.4,110737.5,110500.0,110500.1,11.78346846
2025-08-29 13:30:00+00:00,110500.5,110522.8,108960.1,109091.4,88.725885
2025-08-29 14:00:00+00:00,109091.5,109500.0,108328.0,108641.3,158.86681189
2025-08-29 14:30:00+00:00,108642.6,108859.7,108150.0,108197.8,50.31474804
2025-08-29 15:00:00+00:00,108200.0,108738.6,108200.0,108366.0,26.22453376
2025-08-29 15:30:00+00:00,108366.2,108563.0,108250.0,108437.4,59.8658561
2025-08-29 16:00:00+00:00,108437.4,108776.2,108200.0,108599.9,35.15148121
2025-08-29 16:30:00+00:00,108595.1,108842.5,108595.1,108762.6,40.01605199
2025-08-29 17:00:00+00:00,108762.6,108762.6,108200.0,108460.0,10.75119994
2025-08-29 17:30:00+00:00,108460.1,108595.1,108394.6,108485.1,6.55658187
2025-08-29 18:00:00+00:00,108485.1,108498.9,108094.9,108100.0,39.82504487
2025-08-29 18:30:00+00:00,108100.0,108231.6,108099.9,108167.3,19.02086714
2025-08-29 19:00:00+00:00,108167.3,108700.0,107919.6,108649.9,42.05401623
2025-08-29 19:30:00+00:00,108649.8,108700.0,108225.0,108225.1,35.30404079
2025-08-29 20:00:00+00:00,108225.1,108237.6,107800.0,107980.8,57.24992073
2025-08-29 20:30:00+00:00,107987.5,107989.7,107600.0,107788.0,77.77217694
2025-08-29 21:00:00+00:00,107788.1,107957.9,107505.0,107957.9,18.37644066
2025-08-29 21:30:00+00:00,107961.3,108438.4,107961.3,108411.0,10.73799531
2025-08-29 22:00:00+00:00,108410.9,108477.9,108308.9,108351.0,7.00455709
2025-08-29 22:30:00+00:00,108351.0,108406.2,108206.0,108350.0,21.48222613
2025-08-29 23:00:00+00:00,108350.0,108503.4,108350.0,108456.8,2.79240928
2025-08-29 23:30:00+00:00,108456.8,108537.5,108400.0,108400.1,6.05121583
2025-08-30 00:00:00+00:00,108400.1,108400.1,108227.8,108311.6,17.44044912
2025-08-30 00:30:00+00:00,108311.6,108311.6,108195.3,108298.2,2.22039069
2025-08-30 01:00:00+00:00,108298.2,108314.8,108082.0,108082.0,4.10791274
2025-08-30 01:30:00+00:00,108082.1,108130.8,107352.6,107389.7,25.42615907
2025-08-30 02:00:00+00:00,107389.6,107837.5,107389.6,107831.0,15.71119197
2025-08-30 02:30:00+00:00,107831.0,107958.3,107831.0,107832.3,2.62628256
2025-08-30 03:00:00+00:00,107832.3,108269.3,107781.9,108236.9,106.6812512
2025-08-30 03:30:00+00:00,108236.9,108396.5,108236.8,108387.4,4.35326572
2025-08-30 04:00:00+00:00,108387.4,108633.6,108387.3,108633.5,29.89197801
2025-08-30 04:30:00+00:00,108633.6,108642.0,108486.4,108486.5,23.53883573
2025-08-30 05:00:00+00:00,108486.5,108486.5,108231.6,108238.4,7.10162308
2025-08-30 05:30:00+00:00,108238.4,108429.7,108200.0,108362.6,14.56619555
2025-08-30 06:00:00+00:00,108362.6,108562.3,108337.0,108337.0,29.66351288
2025-08-30 06:30:00+00:00,108337.1,108337.1,108231.8,108281.2,18.94092691
2025-08-30 07:00:00+00:00,108281.3,108302.1,108195.0,108212.3,11.83413072
2025-08-30 07:30:00+00:00,108212.2,108499.9,108212.2,108499.9,5.1520073
2025-08-30 08:00:00+00:00,108499.9,108700.1,108499.8,108700.0,6.4954575
2025-08-30 08:30:00+00:00,108700.1,108700.1,108547.5,108549.0,4.87811041
2025-08-30 09:00:00+00:00,108549.0,108549.0,108487.9,108549.0,15.80257298
2025-08-30 09:30:00+00:00,108548.9,108549.0,108522.3,108522.3,14.31734277
2025-08-30 10:00:00+00:00,108522.3,108672.3,108510.9,108660.3,62.4266047
2025-08-30 10:30:00+00:00,108660.3,108691.4,108474.2,108474.2,44.16172546
2025-08-30 11:00:00+00:00,108474.3,108542.0,108442.3,108535.9,6.72781283
2025-08-30 11:30:00+00:00,108535.9,108663.9,108535.8,108641.2,18.35308268
2025-08-30 12:00:00+00:00,108641.2,108641.2,108477.5,108495.3,10.08934266
2025-08-30 12:30:00+00:00,108495.2,108609.7,108359.8,108609.7,19.95266571
2025-08-30 13:00:00+00:00,108609.2,108612.1,108229.7,108416.3,19.63132281
2025-08-30 13:30:00+00:00,108416.2,108541.3,108416.1,108541.2,8.77200163
2025-08-30 14:00:00+00:00,108541.3,108541.3,108461.5,108483.1,4.4604222
2025-08-30 14:30:00+00:00,108483.2,108700.0,108483.2,108662.5,25.80760246
2025-08-30 15:00:00+00:00,108662.6,108832.0,108582.3,108762.5,35.06188745
2025-08-30 15:30:00+00:00,108762.6,108926.8,108674.9,108850.1,24.07029772
2025-08-30 16:00:00+00:00,108850.1,108850.1,108712.0,108757.5,42.41942727
2025-08-30 16:30:00+00:00,108757.5,108867.9,108757.4,108816.3,4.10275154
2025-08-30 17:00:00+00:00,108816.3,108899.9,108816.2,108857.8,8.80367905
2025-08-30 17:30:00+00:00,108857.8,108857.9,108624.3,108784.9,22.68871399
2025-08-30 18:00:00+00:00,108784.9,108813.9,108675.6,108679.4,49.05079231
2025-08-30 18:30:00+00:00,108679.4,108846.8,108634.8,108748.4,14.49461384
2025-08-30 19:00:00+00:00,108748.4,108813.5,108726.6,108813.5,1.89602503
2025-08-30 19:30:00+00:00,108813.4,108900.0,108792.2,108837.5,2.69729607
2025-08-30 20:00:00+00:00,108837.6,108837.6,108725.0,108782.4,2.20051865
2025-08-30 20:30:00+00:00,108782.3,108782.4,108619.2,108657.0,2.26092938
2025-08-30 21:00:00+00:00,108657.0,108685.8,108582.3,108582.4,5.78690233
2025-08-30 21:30:00+00:00,108582.4,108582.4,108541.8,108582.4,3.07992371
2025-08-30 22:00:00+00:00,108582.3,108582.4,108487.5,108510.0,5.69972222
2025-08-30 22:30:00+00:00,108510.0,108520.0,108509.4,108520.0,5.89075549
2025-08-30 23:00:00+00:00,108520.0,108655.5,108519.9,108652.9,5.66641034
2025-08-30 23:30:00+00:00,108652.8,108750.0,108652.8,108750.0,2.57195595
2025-08-31 00:00:00+00:00,108750.0,108800.0,108749.9,108800.0,10.97694718
2025-08-31 00:30:00+00:00,108800.0,109350.0,108799.9,109350.0,83.40638338
2025-08-31 01:00:00+00:00,109350.0,109350.0,109215.5,109342.1,23.67766794
2025-08-31 01:30:00+00:00,109342.0,109490.8,109293.3,109429.2,6.0448332
2025-08-31 02:00:00+00:00,109429.3,109451.2,109293.4,109297.0,7.94149115
2025-08-31 02:30:00+00:00,109297.0,109297.0,109234.4,109246.0,5.50152411
2025-08-31 03:00:00+00:00,109246.0,109344.6,109245.9,109285.1,8.64738667
2025-08-31 03:30:00+00:00,109285.1,109380.8,109220.5,109220.5,4.13983449
2025-08-31 04:00:00+00:00,109220.6,109237.6,108839.2,108844.5,5.03939308
2025-08-31 04:30:00+00:00,108844.4,108866.3,108744.9,108785.9,2.91357779
2025-08-31 05:00:00+00:00,108785.9,108785.9,108576.9,108581.3,72.48712781
2025-08-31 05:30:00+00:00,108581.3,108757.2,108581.2,108747.1,2.4620717
2025-08-31 06:00:00+00:00,108747.1,108752.5,108585.0,108585.0,2.12465511
2025-08-31 06:30:00+00:00,108585.1,108740.6,108580.0,108740.6,3.96051335
2025-08-31 07:00:00+00:00,108740.6,108805.8,108673.1,108700.1,14.80623106
2025-08-31 07:30:00+00:00,108700.1,108764.5,108700.1,108710.0,7.56859672
2025-08-31 08:00:00+00:00,108710.0,108888.0,108709.9,108888.0,1.48282371
2025-08-31 08:30:00+00:00,108888.0,109012.6,108887.9,109012.5,1.64646071
2025-08-31 09:00:00+00:00,109012.6,109098.5,108987.5,108987.5,6.73830768
2025-08-31 09:30:00+00:00,108975.0,108975.0,108462.8,108487.5,26.95174968
2025-08-31 10:00:00+00:00,108489.7,108561.2,108361.0,108425.2,6.38126834
2025-08-31 10:30:00+00:00,108435.2,108644.7,108337.5,108560.5,30.75985036
2025-08-31 11:00:00+00:00,108560.5,108589.8,108321.3,108474.2,2.12886005
2025-08-31 11:30:00+00:00,108474.3,108516.4,108387.3,108400.1,4.76536253
2025-08-31 12:00:00+00:00,108400.1,108408.7,108332.8,108361.7,14.80762013
2025-08-31 12:30:00+00:00,108361.7,108417.0,108320.0,108320.1,5.23348071
2025-08-31 13:00:00+00:00,108320.0,108387.7,108200.0,108325.2,11.87876846
2025-08-31 13:30:00+00:00,108325.2,108387.7,108231.8,108366.2,5.53495236
2025-08-31 14:00:00+00:00,108366.2,108400.0,108275.0,108364.3,23.96241447
2025-08-31 14:30:00+00:00,108364.3,108484.7,108364.2,108456.8,20.05655105
2025-08-31 15:00:00+00:00,108456.8,108686.7,108455.2,108554.6,14.50703299
2025-08-31 15:30:00+00:00,108554.5,108777.0,108514.9,108777.0,2.82366285
2025-08-31 16:00:00+00:00,108777.0,108777.0,108597.4,108670.0,8.21223318
2025-08-31 16:30:00+00:00,108670.0,108964.4,108670.0,108926.9,35.26899541
2025-08-31 17:00:00+00:00,108926.9,108933.5,108889.6,108921.0,6.91947472
2025-08-31 17:30:00+00:00,108920.9,108985.8,108920.9,108985.8,2.75924446
2025-08-31 18:00:00+00:00,108985.8,109112.3,108983.2,109032.5,21.01210863
2025-08-31 18:30:00+00:00,109032.5,109150.0,109032.4,109149.5,9.10108251
2025-08-31 19:00:00+00:00,109143.9,109143.9,108948.6,108960.2,10.58678611
2025-08-31 19:30:00+00:00,108960.2,109090.0,108920.9,108921.0,4.27414638
2025-08-31 20:00:00+00:00,108921.0,109059.7,108869.7,109058.5,9.28134817
2025-08-31 20:30:00+00:00,109058.5,109107.2,109015.2,109106.2,3.95230795
2025-08-31 21:00:00+00:00,109106.2,109107.0,109006.0,109062.5,1.18171459
2025-08-31 21:30:00+00:00,109062.4,109062.5,109061.0,109061.0,1.64295434
2025-08-31 22:00:00+00:00,109061.1,109182.6,108871.3,109181.5,70.52697059
2025-08-31 22:30:00+00:00,109181.5,109181.5,108783.0,108884.7,2.75141783
2025-08-31 23:00:00+00:00,108884.7,108884.7,108400.0,108400.1,6.44703074
2025-08-31 23:30:00+00:00,108400.1,108400.1,108113.5,108250.0,33.44099483
2025-09-01 00:00:00+00:00,108250.1,108302.1,107700.0,107841.9,55.67772064
2025-09-01 00:30:00+00:00,107842.0,108359.7,107718.4,108302.2,19.08672846
2025-09-01 01:00:00+00:00,108302.2,108302.2,107968.5,108239.5,7.84679429
2025-09-01 01:30:00+00:00,108239.4,108412.3,108021.2,108111.0,10.91547789
2025-09-01 02:00:00+00:00,108111.0,108187.6,107600.0,107688.8,17.0612991
2025-09-01 02:30:00+00:00,107688.8,107688.8,107490.0,107612.3,81.28738987
2025-09-01 03:00:00+00:00,107612.4,107762.5,107477.4,107500.1,12.78756884
2025-09-01 03:30:00+00:00,107500.1,107714.8,107453.1,107664.1,11.15589424
2025-09-01 04:00:00+00:00,107664.2,107738.2,107363.8,107463.6,12.12958829
2025-09-01 04:30:00+00:00,107463.5,107463.5,107316.0,107408.4,30.36140969
2025-09-01 05:00:00+00:00,107408.4,107699.9,107255.0,107698.8,24.17308619
2025-09-01 05:30:00+00:00,107699.9,107906.2,107652.6,107894.1,5.91249416
2025-09-01 06:00:00+00:00,107894.1,108031.2,107625.0,107998.3,10.83903322
2025-09-01 06:30:00+00:00,107998.3,108074.9,107997.4,108074.8,8.24005605
2025-09-01 07:00:00+00:00,108074.9,108372.4,108000.0,108372.4,7.46808787
2025-09-01 07:30:00+00:00,108373.3,109355.0,108373.3,109355.0,65.58101888
2025-09-01 08:00:00+00:00,109357.2,109775.5,109357.2,109430.3,46.32792695
2025-09-01 08:30:00+00:00,109430.3,109636.2,109430.3,109588.4,40.25951037
2025-09-01 09:00:00+00:00,109588.4,109760.0,109565.1,109672.5,43.0129662
2025-09-01 09:30:00+00:00,109672.4,109813.2,109477.9,109490.7,136.20063377
2025-09-01 10:00:00+00:00,109490.8,109490.8,108894.7,108894.8,69.49629679
2025-09-01 10:30:00+00:00,108894.7,108894.8,108217.4,108550.1,80.53630454
2025-09-01 11:00:00+00:00,108552.5,108700.0,108475.1,108657.2,6.46832771
2025-09-01 11:30:00+00:00,108657.2,108805.9,108475.5,108805.8,13.72339169
2025-09-01 12:00:00+00:00,108805.8,108933.8,108668.3,108933.7,10.84990623
2025-09-01 12:30:00+00:00,108933.8,109115.1,108925.7,109062.6,13.42684496
2025-09-01 13:00:00+00:00,109062.6,109517.2,109062.6,109445.7,19.53151747
2025-09-01 13:30:00+00:00,109445.7,109445.8,108931.7,109047.2,18.43500059
2025-09-01 14:00:00+00:00,109047.3,109250.0,109009.2,109024.9,15.07403098
2025-09-01 14:30:00+00:00,109025.0,109200.0,108865.8,109200.0,8.60557186
2025-09-01 15:00:00+00:00,109200.0,109300.0,108693.5,108693.6,20.92791798
2025-09-01 15:30:00+00:00,108693.6,108856.9,108620.7,108745.0,7.58554265
2025-09-01 16:00:00+00:00,108745.0,109098.6,108698.7,108943.3,8.13502008
2025-09-01 16:30:00+00:00,108943.4,109000.0,108713.0,108767.1,7.20368285
2025-09-01 17:00:00+00:00,108767.1,108837.5,108464.4,108606.9,15.76599259
2025-09-01 17:30:00+00:00,108606.9,108920.8,108575.0,108917.4,18.34973264
2025-09-01 18:00:00+00:00,108917.4,109169.4,108917.3,109169.4,8.67650972
2025-09-01 18:30:00+00:00,109169.3,109204.7,109016.9,109204.7,3.8796921
2025-09-01 19:00:00+00:00,109204.7,109319.7,109180.8,109200.1,10.65366299
2025-09-01 19:30:00+00:00,109200.1,109311.0,109165.7,109210.1,10.80512085
2025-09-01 20:00:00+00:00,109210.1,109210.1,109008.5,109079.4,10.21774026
2025-09-01 20:30:00+00:00,109079.4,109079.4,108272.1,108800.0,25.23759663
2025-09-01 21:00:00+00:00,108812.5,108853.2,108104.7,108112.4,9.65699186
2025-09-01 21:30:00+00:00,108112.4,108112.5,107500.0,107750.0,122.56520655
2025-09-01 22:00:00+00:00,107749.9,108170.0,107656.9,108026.4,13.59164332
2025-09-01 22:30:00+00:00,108026.4,108490.4,107973.4,108459.3,20.76988043
2025-09-01 23:00:00+00:00,108459.4,108725.0,108447.4,108725.0,100.50742036
2025-09-01 23:30:00+00:00,108724.9,109366.1,108677.5,109263.5,10.31121676
2025-09-02 00:00:00+00:00,109258.5,109258.5,109027.3,109049.3,24.11501229
2025-09-02 00:30:00+00:00,109044.2,109079.0,108888.4,109025.1,13.48229139
2025-09-02 01:00:00+00:00,109025.1,109260.2,109025.0,109172.6,7.91723964
2025-09-02 01:30:00+00:00,109172.6,109587.4,108988.3,109362.5,8.79204661
2025-09-02 02:00:00+00:00,109362.6,109542.5,109227.1,109542.5,3.30031364
2025-09-02 02:30:00+00:00,109542.5,110188.0,109489.9,110188.0,54.14019755
2025-09-02 03:00:00+00:00,110188.0,110523.4,110111.2,110150.3,33.81610037
2025-09-02 03:30:00+00:00,110150.4,110507.4,110150.3,110350.1,76.71688075
2025-09-02 04:00:00+00:00,110350.2,110350.2,110199.9,110299.8,157.79816282
2025-09-02 04:30:00+00:00,110299.9,110326.2,110150.8,110241.0,11.42345757
2025-09-02 05:00:00+00:00,110241.0,110250.0,110081.3,110170.9,4.34082549
2025-09-02 05:30:00+00:00,110170.9,110250.0,110112.5,110243.4,21.99552329
2025-09-02 06:00:00+00:00,110240.4,110449.9,110189.7,110449.8,12.33239543
2025-09-02 06:30:00+00:00,110449.9,110584.2,110389.9,110389.9,23.69946891
2025-09-02 07:00:00+00:00,110390.0,110390.0,110158.5,110200.3,11.21038655
2025-09-02 07:30:00+00:00,110200.2,110355.1,110065.5,110182.9,7.53559274
2025-09-02 08:00:00+00:00,110183.0,110324.6,110061.4,110274.8,8.15129405
2025-09-02 08:30:00+00:00,110274.9,110646.5,110162.5,110380.7,18.17576269
2025-09-02 09:00:00+00:00,110380.8,110761.3,110329.7,110403.8,87.6667422
